ID,Date,Element,Data_Value
USW00012876,2014-08-23,TMIN,239
USW00012876,2006-01-12,TMIN,139
USC00085973,2011-08-27,TMIN,244
USW00012876,2007-02-03,TMAX,167
USC00084625,2012-03-16,TMAX,289
USC00084625,2005-06-02,TMIN,206
USC00084500,2013-07-21,TMIN,211
USC00085973,2014-12-04,TMAX,272
USC00085973,2006-08-01,TMAX,361
USW00012876,2015-02-03,TMIN,61
USC00084625,2011-10-30,TMIN,128
USC00084625,2012-08-22,TMAX,344
USC00084500,2013-07-21,TMAX,306
USC00085973,2008-10-13,TMAX,294
USW00012876,2007-09-04,TMAX,339
USC00084500,2012-11-06,TMAX,250
USC00084500,2012-09-13,TMIN,228
USC00085973,2008-10-13,TMIN,233
USW00012876,2007-11-06,TMIN,128
USC00083026,2009-03-15,TMAX,283
USC00083026,2005-07-06,TMIN,233
USC00084625,2013-11-10,TMAX,283
USW00012876,2007-09-04,TMIN,239
USC00083026,2006-04-02,TMAX,294
USW00012876,2015-02-03,TMAX,206
USC00084500,2012-11-06,TMIN,167
USC00084625,2011-10-30,TMAX,244
USC00085973,2006-08-01,TMIN,211
USC00084625,2012-03-16,TMIN,161
USW00012876,2007-03-23,TMIN,161
USW00012876,2007-02-03,TMIN,100
USC00083026,2007-09-08,TMAX,311
USW00012876,2012-10-18,TMAX,317
USC00083026,2007-04-01,TMAX,250
USW00012876,2007-03-23,TMAX,289
USC00083026,2007-04-01,TMIN,100
USC00083026,2007-09-08,TMIN,217
USC00085973,2010-01-15,TMIN,72
USC00085973,2008-03-19,TMAX,306
USC00085973,2006-08-19,TMIN,211
USC00084625,2012-10-16,TMAX,300
USC00083026,2009-02-12,TMAX,283
USC00084625,2009-11-10,TMIN,217
USC00083026,2009-02-12,TMIN,144
USC00085973,2006-08-19,TMAX,339
USC00085973,2006-09-17,TMIN,228
USC00085973,2006-09-17,TMAX,344
USC00089707,2005-05-22,TMAX,317
USC00084625,2012-10-16,TMIN,206
USC00083026,2007-08-20,TMIN,233
USC00083026,2009-05-16,TMAX,311
USC00085973,2010-01-15,TMAX,228
USC00084625,2005-02-18,TMAX,267
USW00012876,2015-08-13,TMIN,228
USW00012876,2011-02-22,TMIN,167
USC00084625,2013-02-17,TMAX,206
USC00084625,2006-01-04,TMIN,100
USW00012876,2015-07-09,TMIN,244
USC00084625,2006-01-04,TMAX,267
USC00085973,2008-12-26,TMAX,267
USC00084500,2012-09-13,TMAX,283
USC00084625,2013-02-17,TMIN,39
USW00012876,2011-02-22,TMAX,278
USC00084625,2008-12-21,TMAX,261
USC00085973,2010-11-30,TMIN,161
USC00084625,2008-12-21,TMIN,117
USW00012876,2012-07-15,TMAX,333
USW00012876,2015-06-30,TMAX,350
USC00085973,2011-03-27,TMIN,144
USC00085973,2011-03-27,TMAX,317
USC00084500,2014-03-02,TMAX,261
USC00084625,2012-06-14,TMAX,339
USW00012876,2011-04-05,TMAX,244
USW00012876,2005-10-12,TMAX,317
USW00012876,2012-12-30,TMIN,39
USC00083026,2006-08-25,TMIN,222
USC00083026,2008-01-08,TMAX,217
USC00083026,2008-01-08,TMIN,133
USC00084625,2011-09-29,TMAX,339
USC00083026,2006-08-25,TMAX,344
USC00084625,2013-11-21,TMIN,194
USC00084625,2011-09-29,TMIN,233
USC00089707,2006-03-20,TMAX,300
USC00085973,2012-05-05,TMAX,328
USC00085973,2012-05-05,TMIN,144
USC00085973,2008-03-07,TMIN,150
USC00084625,2006-12-04,TMAX,289
USC00084625,2012-09-26,TMIN,189
USC00085973,2008-03-07,TMAX,311
USC00084500,2015-10-14,TMAX,289
USC00084500,2012-06-10,TMIN,217
USW00012876,2015-08-13,TMAX,322
USC00084625,2012-09-26,TMAX,289
USW00012876,2005-10-12,TMIN,233
USC00084500,2012-06-10,TMAX,322
USC00084625,2006-06-29,TMAX,328
USW00012876,2012-07-15,TMIN,233
USW00012876,2011-04-05,TMIN,133
USW00012876,2014-12-13,TMAX,211
USC00084500,2012-02-23,TMIN,100
USC00084500,2012-02-23,TMAX,267
USC00085973,2006-11-21,TMIN,33
USW00012876,2010-06-02,TMIN,233
USC00083026,2008-06-22,TMIN,194
USC00085973,2010-02-17,TMAX,150
USC00083026,2007-03-27,TMAX,267
USW00012876,2013-12-21,TMIN,183
USC00089707,2005-08-09,TMAX,339
USC00084625,2010-04-05,TMIN,139
USC00083026,2007-03-27,TMIN,150
USC00084625,2014-01-15,TMAX,250
USC00084625,2006-10-04,TMIN,211
USW00012876,2008-12-12,TMAX,178
USC00085973,2010-11-30,TMAX,294
USC00084500,2012-04-17,TMIN,150
USW00012876,2015-12-17,TMAX,300
USC00085973,2010-02-17,TMIN,22
USC00085973,2011-05-30,TMIN,244
USC00085973,2009-01-07,TMIN,133
USC00085973,2011-05-30,TMAX,350
USC00085973,2012-04-25,TMIN,117
USC00084625,2010-01-23,TMIN,133
USC00085973,2008-12-26,TMIN,183
USC00084500,2014-03-02,TMIN,133
USC00085973,2010-10-04,TMAX,283
USW00012876,2010-06-02,TMAX,339
USW00012876,2013-07-16,TMIN,222
USC00084625,2010-01-23,TMAX,261
USC00089707,2006-03-12,TMIN,172
USC00089707,2006-03-12,TMAX,294
USW00012876,2012-12-30,TMAX,133
USC00085973,2010-10-04,TMIN,133
USC00084625,2013-11-21,TMAX,278
USW00012876,2012-03-29,TMAX,294
USC00084625,2006-10-01,TMAX,322
USW00012876,2013-07-16,TMAX,322
USC00085973,2007-05-06,TMAX,350
USW00012876,2012-03-29,TMIN,172
USC00084625,2008-12-24,TMAX,228
USC00084500,2015-06-11,TMIN,206
USW00012876,2015-11-17,TMAX,300
USC00084625,2006-06-29,TMIN,217
USC00089707,2005-09-28,TMAX,328
USC00084500,2015-10-14,TMIN,172
USW00012876,2011-12-23,TMAX,294
USC00085973,2007-01-05,TMAX,267
USC00084625,2007-01-09,TMAX,272
USW00012876,2008-07-05,TMAX,339
USW00012876,2008-07-05,TMIN,222
USW00012876,2008-07-20,TMAX,350
USW00012876,2011-07-14,TMIN,256
USC00084500,2015-07-27,TMAX,317
USW00012876,2010-03-26,TMIN,144
USC00084500,2015-07-27,TMIN,239
USW00012876,2011-07-14,TMAX,344
USW00012876,2007-09-02,TMIN,233
USW00012876,2011-12-23,TMIN,167
USC00084625,2015-06-17,TMIN,239
USC00084625,2015-06-17,TMAX,350
USW00012876,2014-08-23,TMAX,367
USC00083026,2009-02-21,TMAX,217
USC00084625,2007-01-09,TMIN,100
USC00085973,2007-01-14,TMIN,183
USC00084625,2010-12-04,TMIN,22
USW00012876,2015-12-20,TMAX,239
USC00085973,2007-10-25,TMIN,183
USW00012876,2011-01-30,TMAX,233
USC00085973,2011-07-27,TMIN,228
USC00084500,2013-12-22,TMAX,289
USC00085973,2015-07-27,TMIN,228
USC00085973,2015-07-27,TMAX,322
USW00012876,2010-11-13,TMIN,133
USW00012876,2011-07-17,TMIN,244
USC00084625,2006-12-04,TMIN,183
USC00084621,2015-05-18,TMIN,194
USC00084621,2015-05-18,TMAX,306
USC00085973,2011-07-27,TMAX,311
USC00085973,2007-10-25,TMAX,244
USC00085973,2007-01-05,TMIN,178
USW00012876,2011-07-17,TMAX,344
USC00085973,2006-05-16,TMAX,294
USC00084625,2010-05-19,TMIN,206
USW00012876,2014-03-27,TMAX,200
USW00012876,2014-03-27,TMIN,106
USC00085973,2006-05-16,TMIN,183
USW00012876,2011-01-30,TMIN,72
USC00089707,2005-03-30,TMAX,272
USC00084625,2006-03-13,TMAX,289
USC00084625,2006-03-13,TMIN,172
USC00084625,2008-02-25,TMIN,161
USW00012876,2013-03-23,TMIN,172
USC00084625,2013-05-08,TMAX,306
USC00085973,2014-03-20,TMIN,206
USC00085973,2014-03-20,TMAX,289
USC00084500,2013-08-26,TMAX,294
USC00084625,2013-04-30,TMAX,294
USC00084625,2008-02-25,TMAX,250
USC00084625,2013-04-30,TMIN,183
USW00012876,2012-09-13,TMIN,228
USW00012876,2012-09-13,TMAX,317
USC00084500,2012-09-22,TMAX,311
USC00084625,2010-04-05,TMAX,278
USC00084625,2012-06-15,TMIN,217
USC00084625,2015-09-05,TMIN,233
USW00012876,2013-09-06,TMAX,339
USC00084625,2012-06-15,TMAX,333
USW00012876,2013-09-06,TMIN,217
USC00084500,2013-08-26,TMIN,217
USC00089707,2005-09-28,TMIN,222
USW00012876,2013-03-23,TMAX,294
USW00012876,2007-08-08,TMIN,250
USC00084621,2015-12-25,TMAX,300
USW00012876,2007-08-08,TMAX,356
USW00012876,2015-12-20,TMIN,111
USC00084625,2015-12-21,TMIN,89
USW00012876,2007-09-02,TMAX,344
USC00089707,2005-03-30,TMIN,117
USW00012876,2010-03-26,TMAX,272
USW00012876,2008-01-04,TMAX,183
USW00012876,2010-06-01,TMAX,344
USC00084625,2013-05-08,TMIN,128
USW00012876,2008-01-04,TMIN,39
USW00012876,2010-11-13,TMAX,261
USW00012876,2015-11-10,TMIN,217
USW00012876,2010-06-01,TMIN,228
USC00084500,2011-12-13,TMAX,233
USC00084500,2011-12-13,TMIN,178
USC00084500,2015-12-04,TMAX,222
USC00084500,2012-09-22,TMIN,211
USC00085973,2007-05-06,TMIN,239
USW00012876,2006-05-05,TMIN,178
USC00089707,2006-03-20,TMIN,172
USC00084621,2015-12-25,TMIN,189
USW00012876,2015-11-10,TMAX,294
USC00084625,2010-08-25,TMAX,311
USC00083026,2010-04-16,TMIN,139
USC00084625,2012-03-24,TMIN,183
USC00084500,2015-12-19,TMIN,144
USC00085973,2013-03-02,TMAX,211
USC00085973,2010-07-30,TMIN,239
USC00085973,2013-03-02,TMIN,44
USC00083026,2006-09-03,TMIN,217
USC00085973,2012-02-11,TMIN,89
USC00085973,2008-01-19,TMIN,172
USC00085973,2008-01-19,TMAX,267
USC00084625,2012-06-11,TMIN,217
USW00012876,2008-11-21,TMAX,222
USC00084500,2012-12-30,TMAX,244
USC00084500,2012-12-30,TMIN,44
USC00084625,2013-10-16,TMIN,200
USC00084625,2008-09-27,TMAX,278
USC00084625,2013-10-16,TMAX,278
USC00084625,2008-09-27,TMIN,167
USC00085973,2010-07-30,TMAX,350
USC00085973,2013-09-23,TMAX,278
USC00085973,2010-04-29,TMAX,294
USC00084625,2014-06-09,TMIN,217
USW00012876,2013-05-17,TMIN,189
USC00083026,2006-12-21,TMIN,133
USC00084625,2005-05-10,TMIN,156
USC00085973,2014-11-22,TMIN,156
USC00084625,2012-06-11,TMAX,339
USC00085973,2006-05-21,TMIN,200
USC00085973,2007-07-22,TMIN,222
USC00089707,2005-04-27,TMAX,278
USC00084500,2014-04-07,TMAX,300
USC00089707,2006-04-24,TMAX,306
USC00084625,2010-03-09,TMIN,67
USC00089707,2005-05-17,TMIN,211
USC00085973,2014-12-12,TMIN,22
USW00012876,2013-05-17,TMAX,317
USW00012876,2007-09-20,TMIN,222
USC00085973,2011-01-17,TMIN,150
USC00083026,2006-09-03,TMAX,339
USC00084500,2011-06-25,TMIN,217
USC00084500,2015-12-19,TMAX,233
USC00085973,2012-02-11,TMAX,272
USC00084625,2013-07-22,TMAX,339
USC00085973,2010-04-29,TMIN,133
USC00084625,2013-07-22,TMIN,222
USC00085973,2014-11-22,TMAX,278
USC00085973,2013-09-23,TMIN,200
USW00012876,2009-07-07,TMIN,250
USC00084500,2011-04-21,TMAX,317
USW00012876,2005-09-20,TMIN,244
USW00012876,2015-11-19,TMAX,294
USC00085973,2014-11-04,TMIN,111
USC00085973,2005-08-31,TMAX,339
USW00012876,2015-04-05,TMIN,189
USC00085973,2008-06-24,TMAX,339
USC00089707,2006-07-11,TMAX,311
USC00089707,2006-07-11,TMIN,228
USC00085973,2008-06-24,TMIN,211
USW00012876,2012-09-16,TMAX,322
USC00083026,2009-02-03,TMIN,94
USC00089707,2006-05-06,TMAX,322
USC00083026,2009-02-03,TMAX,206
USC00089707,2006-05-06,TMIN,178
USC00085973,2014-10-23,TMIN,156
USC00089707,2005-05-17,TMAX,322
USC00084625,2007-09-02,TMAX,339
USC00084625,2007-09-02,TMIN,233
USC00084500,2011-04-21,TMIN,156
USW00012876,2007-09-20,TMAX,306
USC00084625,2013-09-28,TMAX,328
USC00083026,2008-04-06,TMIN,167
USC00083026,2009-11-23,TMAX,272
USC00084500,2014-12-11,TMIN,61
USC00084500,2013-02-09,TMIN,111
USC00084500,2014-12-11,TMAX,167
USW00012876,2012-03-27,TMAX,300
USC00084500,2011-07-16,TMIN,217
USW00012876,2012-03-27,TMIN,150
USC00085973,2009-07-09,TMAX,328
USW00012876,2015-11-19,TMIN,217
USW00012876,2005-01-09,TMIN,150
USC00085973,2009-08-20,TMIN,233
USC00084500,2011-07-16,TMAX,333
USC00083026,2008-04-06,TMAX,311
USC00084625,2005-05-10,TMAX,294
USW00012876,2008-11-21,TMIN,78
USC00084500,2013-06-16,TMAX,311
USC00085973,2005-08-31,TMIN,244
USC00084500,2011-03-07,TMAX,211
USC00084500,2011-03-07,TMIN,117
USC00084625,2013-09-28,TMIN,217
USC00083026,2006-12-21,TMAX,261
USC00084625,2013-10-10,TMAX,283
USC00084625,2013-10-10,TMIN,183
USW00012876,2006-01-31,TMIN,106
USC00084625,2006-04-23,TMAX,311
USC00085973,2007-08-16,TMAX,361
USW00012876,2005-05-23,TMAX,328
USC00089707,2005-12-02,TMAX,200
USC00085973,2006-01-17,TMAX,272
USC00089707,2006-09-19,TMIN,233
USC00085973,2008-03-13,TMAX,256
USC00084625,2012-07-07,TMIN,233
USC00084625,2009-02-26,TMAX,233
USC00084625,2006-04-23,TMIN,194
USC00085973,2008-05-31,TMIN,239
USW00012876,2009-05-14,TMAX,333
USC00083026,2006-05-01,TMIN,122
USC00083026,2006-05-01,TMAX,261
USC00084625,2012-07-07,TMAX,339
USC00084625,2012-11-10,TMAX,244
USC00089707,2005-02-15,TMIN,144
USC00084500,2013-12-27,TMAX,267
USC00084500,2015-02-10,TMAX,222
USW00012876,2011-02-23,TMAX,283
USW00012876,2009-05-14,TMIN,211
USC00085973,2006-09-22,TMIN,161
USC00085973,2014-11-04,TMAX,256
USC00089707,2006-11-07,TMAX,250
USC00083026,2008-01-27,TMIN,133
USC00083026,2008-01-27,TMAX,194
USC00085973,2013-09-21,TMIN,222
USW00012876,2008-06-28,TMAX,339
USC00089707,2006-11-07,TMIN,189
USW00012876,2009-06-30,TMIN,228
USC00089707,2005-12-02,TMIN,94
USC00084500,2015-02-10,TMIN,122
USC00084625,2013-11-25,TMAX,228
USW00012876,2012-01-06,TMIN,72
USC00084625,2013-11-25,TMIN,161
USW00012876,2012-01-06,TMAX,222
USC00085973,2007-08-16,TMIN,244
USC00084625,2005-03-01,TMAX,244
USC00085973,2006-09-22,TMAX,333
USC00083026,2008-02-09,TMIN,111
USC00084625,2009-02-26,TMIN,78
USC00083026,2008-02-09,TMAX,228
USC00085973,2011-09-04,TMIN,228
USC00084500,2013-12-27,TMIN,139
USC00085973,2011-09-04,TMAX,333
USW00012876,2014-08-18,TMIN,239
USW00012876,2014-08-18,TMAX,344
USC00089707,2006-04-24,TMIN,189
USC00085973,2015-10-26,TMAX,267
USC00084500,2013-02-09,TMAX,250
USC00085973,2008-10-29,TMIN,22
USC00085973,2005-05-02,TMAX,300
USC00085973,2007-07-22,TMAX,344
USC00085973,2008-10-29,TMAX,194
USC00084500,2014-04-07,TMIN,183
USC00084621,2015-06-17,TMAX,339
USC00089707,2005-04-27,TMIN,139
USC00084621,2015-06-17,TMIN,217
USW00012876,2011-04-13,TMIN,156
USC00085973,2009-07-09,TMIN,222
USW00012876,2011-04-13,TMAX,289
USC00085973,2013-01-04,TMAX,244
USC00084625,2010-03-09,TMAX,228
USC00084625,2005-03-01,TMIN,106
USC00083026,2009-08-27,TMIN,244
USC00085973,2015-10-26,TMIN,172
USC00089707,2005-02-15,TMAX,261
USW00012876,2013-01-13,TMAX,283
USC00084625,2014-06-09,TMAX,350
USW00012876,2011-02-23,TMIN,161
USW00012876,2015-12-04,TMIN,161
USC00085973,2013-01-04,TMIN,133
USC00084625,2015-09-23,TMAX,328
USC00085973,2014-01-05,TMAX,278
USW00012876,2013-01-13,TMIN,167
USC00085973,2006-05-21,TMAX,356
USC00084625,2012-11-10,TMIN,106
USC00084621,2015-02-27,TMAX,200
USW00012876,2014-06-22,TMAX,333
USW00012876,2006-01-31,TMAX,194
USW00012876,2014-10-08,TMIN,217
USW00012876,2015-12-04,TMAX,256
USC00085973,2014-01-05,TMIN,78
USC00083026,2006-03-13,TMAX,300
USC00083026,2006-03-13,TMIN,183
USC00089707,2006-09-19,TMAX,322
USC00089707,2007-04-05,TMIN,194
USC00089707,2007-04-05,TMAX,294
USC00085973,2011-09-05,TMIN,211
USW00012876,2010-09-28,TMIN,222
USC00084621,2015-08-16,TMIN,217
USC00085973,2011-06-19,TMAX,367
USC00084625,2013-03-18,TMAX,261
USC00084625,2013-03-18,TMIN,78
USC00085973,2015-12-11,TMIN,206
USC00085973,2015-05-13,TMAX,356
USC00085973,2015-05-13,TMIN,211
USC00085973,2009-08-20,TMAX,344
USC00085973,2011-12-02,TMAX,244
USC00085973,2011-11-03,TMAX,256
USC00085973,2011-11-03,TMIN,156
USC00085973,2011-12-02,TMIN,56
USC00084625,2011-04-14,TMAX,306
USC00084625,2010-08-07,TMIN,244
USC00085973,2015-12-11,TMAX,267
USW00012876,2010-09-30,TMIN,211
USC00083026,2007-12-24,TMIN,133
USW00012876,2005-06-11,TMAX,294
USC00084625,2007-03-09,TMAX,278
USC00083026,2006-06-25,TMAX,311
USC00084625,2005-05-06,TMIN,178
USC00084500,2015-01-24,TMIN,161
USC00085973,2009-09-09,TMAX,328
USC00084500,2011-07-28,TMIN,217
USC00084625,2006-09-01,TMAX,317
USC00084625,2005-12-12,TMAX,233
USC00083026,2005-10-31,TMAX,261
USW00012876,2014-09-27,TMIN,228
USC00083026,2008-05-09,TMIN,211
USC00084625,2011-04-14,TMIN,144
USC00083026,2005-10-31,TMIN,139
USW00012876,2005-06-11,TMIN,244
USC00083026,2008-05-09,TMAX,322
USC00083026,2006-04-07,TMAX,294
USC00083026,2006-04-07,TMIN,122
USC00085973,2009-09-09,TMIN,228
USW00012876,2010-12-02,TMAX,172
USW00012876,2010-12-02,TMIN,56
USW00012876,2014-06-01,TMAX,317
USC00084625,2005-12-12,TMIN,56
USC00084625,2006-09-01,TMIN,239
USC00084500,2015-01-24,TMAX,244
USW00012876,2010-01-26,TMAX,206
USW00012876,2010-01-26,TMIN,78
USC00084500,2011-07-28,TMAX,311
USC00083026,2010-02-26,TMIN,28
USC00084625,2007-03-09,TMIN,106
USC00084625,2013-09-19,TMAX,300
USC00083026,2008-06-17,TMAX,322
USW00012876,2011-06-06,TMAX,339
USC00085973,2010-09-10,TMAX,350
USC00083026,2009-06-04,TMAX,311
USC00085973,2009-07-29,TMIN,233
USC00084625,2008-11-13,TMAX,267
USW00012876,2006-07-04,TMIN,233
USC00085973,2012-05-01,TMIN,206
USC00085973,2011-04-08,TMIN,183
USC00085973,2011-04-08,TMAX,317
USC00083026,2009-11-23,TMIN,194
USC00085973,2006-06-10,TMIN,233
USC00084625,2006-10-03,TMAX,311
USC00085973,2010-09-10,TMIN,233
USC00083026,2009-06-04,TMIN,217
USC00084500,2013-06-16,TMIN,222
USC00085973,2012-05-01,TMAX,322
USC00083026,2005-02-05,TMIN,100
USC00083026,2006-08-19,TMAX,328
USC00085973,2009-07-29,TMAX,356
USC00084625,2013-09-19,TMIN,233
USC00085973,2008-11-16,TMIN,89
USC00089707,2005-07-19,TMIN,250
USC00085973,2009-06-19,TMIN,211
USC00085973,2009-01-05,TMAX,272
USC00084500,2013-11-10,TMAX,278
USC00084625,2009-01-29,TMIN,161
USC00084500,2012-12-19,TMIN,106
USC00084500,2014-10-04,TMIN,217
USC00083026,2006-06-25,TMIN,211
USC00084500,2014-10-04,TMAX,317
USC00084500,2013-11-10,TMIN,172
USC00085973,2005-05-02,TMIN,211
USW00012876,2006-07-04,TMAX,322
USW00012876,2014-06-01,TMIN,222
USC00084500,2012-12-19,TMAX,261
USC00085973,2011-03-08,TMIN,100
USW00012876,2011-06-06,TMIN,222
USC00083026,2008-06-17,TMIN,200
USC00084500,2012-11-18,TMIN,161
USC00089707,2005-07-19,TMAX,328
USC00084625,2005-05-06,TMAX,278
USC00084500,2012-11-18,TMAX,250
USC00083026,2007-10-31,TMIN,206
USW00012876,2014-09-27,TMAX,328
USW00012876,2014-06-29,TMAX,361
USC00084625,2008-08-21,TMIN,233
USW00012876,2011-12-21,TMAX,272
USC00084625,2005-01-28,TMIN,133
USW00012876,2011-12-21,TMIN,144
USC00083026,2008-04-13,TMIN,156
USC00085973,2014-10-23,TMAX,300
USW00012876,2015-04-05,TMAX,306
USC00083026,2008-04-26,TMAX,283
USC00083026,2008-04-13,TMAX,217
USC00083026,2008-04-26,TMIN,117
USC00085973,2007-08-14,TMIN,244
USC00084625,2014-02-07,TMAX,183
USC00085973,2007-08-14,TMAX,356
USC00084625,2012-02-23,TMIN,89
USC00084625,2012-02-23,TMAX,267
USC00083026,2007-10-31,TMAX,256
USC00083026,2005-08-19,TMAX,339
USW00012876,2011-06-10,TMIN,228
USC00084625,2013-05-16,TMIN,144
USC00083026,2008-09-14,TMAX,328
USC00083026,2005-08-19,TMIN,233
USC00084625,2008-08-21,TMAX,256
USC00084621,2015-02-27,TMIN,122
USW00012876,2015-02-13,TMIN,72
USC00084625,2009-02-12,TMAX,289
USC00089707,2005-02-25,TMAX,256
USC00084621,2015-08-16,TMAX,339
USC00085973,2011-06-19,TMIN,222
USW00012876,2015-02-13,TMAX,172
USC00085973,2007-05-23,TMIN,200
USC00085973,2007-05-23,TMAX,306
USW00012876,2005-01-09,TMAX,272
USC00085973,2005-06-06,TMIN,233
USC00089707,2005-02-25,TMIN,189
USC00085973,2013-08-26,TMIN,228
USC00085973,2009-10-16,TMIN,228
USW00012876,2005-01-02,TMAX,256
USC00085973,2013-08-26,TMAX,344
USW00012876,2012-11-18,TMAX,239
USC00084625,2010-08-07,TMAX,350
USC00085973,2005-06-06,TMAX,322
USW00012876,2005-01-02,TMIN,133
USC00084625,2005-01-28,TMAX,239
USC00085973,2011-06-24,TMIN,228
USC00084625,2013-05-16,TMAX,283
USC00089707,2006-12-07,TMAX,222
USC00085973,2006-12-13,TMAX,239
USC00084625,2014-02-07,TMIN,100
USW00012876,2007-10-27,TMAX,278
USW00012876,2007-10-27,TMIN,217
USW00012876,2010-09-30,TMAX,300
USC00085973,2008-06-17,TMIN,211
USW00012876,2012-09-16,TMIN,233
USW00012876,2010-12-04,TMAX,211
USW00012876,2010-12-04,TMIN,56
USC00083026,2008-11-25,TMAX,239
USW00012876,2015-05-21,TMIN,233
USC00089707,2008-01-04,TMAX,183
USC00083026,2008-11-25,TMIN,106
USW00012876,2012-11-18,TMIN,122
USW00012876,2014-06-29,TMIN,239
USC00083026,2005-12-24,TMAX,244
USC00089707,2008-01-04,TMIN,39
USC00085973,2008-06-17,TMAX,339
USC00084625,2009-07-18,TMAX,344
USC00083026,2008-02-18,TMAX,272
USW00012876,2005-09-20,TMAX,322
USC00085973,2007-03-11,TMIN,183
USC00085973,2007-03-11,TMAX,294
USC00089707,2006-12-07,TMIN,156
USW00012876,2011-06-10,TMAX,350
USC00083026,2008-02-18,TMIN,200
USC00084500,2012-05-28,TMAX,311
USC00084500,2012-05-28,TMIN,211
USC00085973,2011-06-24,TMAX,367
USC00085973,2009-10-16,TMAX,322
USC00084500,2011-05-19,TMIN,161
USC00084500,2011-05-19,TMAX,283
USC00084500,2015-09-21,TMAX,317
USC00085973,2014-09-21,TMIN,211
USW00012876,2010-04-02,TMAX,283
USC00085973,2006-12-13,TMIN,172
USW00012876,2007-04-05,TMIN,139
USW00012876,2007-04-05,TMAX,283
USC00084500,2011-06-25,TMAX,344
USC00083026,2007-11-19,TMAX,244
USC00085973,2014-09-21,TMAX,289
USC00085973,2013-05-24,TMAX,350
USC00083026,2007-11-19,TMIN,133
USC00085973,2013-05-24,TMIN,200
USC00083026,2005-02-05,TMAX,233
USW00012876,2010-09-28,TMAX,306
USC00084625,2011-03-09,TMIN,111
USC00085973,2015-04-04,TMIN,172
USC00084500,2011-03-20,TMAX,294
USC00085973,2015-04-04,TMAX,322
USW00012876,2015-07-25,TMIN,239
USC00085973,2009-02-14,TMAX,283
USC00084625,2012-09-13,TMIN,228
USC00085973,2007-10-15,TMAX,311
USC00089707,2005-11-17,TMAX,233
USC00083026,2006-03-19,TMIN,100
USC00084625,2007-11-20,TMIN,156
USC00084625,2007-11-20,TMAX,256
USC00084625,2008-11-22,TMIN,56
USC00085973,2005-05-19,TMAX,317
USC00085973,2005-05-19,TMIN,183
USC00083026,2007-01-28,TMIN,94
USC00083026,2007-01-28,TMAX,228
USW00012876,2010-10-14,TMIN,194
USC00089707,2006-01-12,TMAX,267
USW00012876,2014-01-23,TMAX,167
USC00084500,2011-03-20,TMIN,117
USC00089707,2006-08-22,TMAX,333
USC00085973,2009-07-02,TMIN,239
USW00012876,2015-07-25,TMAX,278
USC00084625,2011-06-04,TMIN,206
USW00012876,2010-12-15,TMAX,139
USW00012876,2007-04-10,TMIN,144
USC00089707,2006-08-01,TMIN,239
USC00089707,2006-08-01,TMAX,350
USC00084625,2008-09-25,TMAX,294
USC00089707,2007-07-27,TMIN,244
USC00089707,2007-07-27,TMAX,339
USC00084500,2014-07-20,TMIN,233
USC00084500,2014-07-20,TMAX,333
USW00012876,2014-11-08,TMIN,122
USC00083026,2006-02-17,TMAX,250
USC00085973,2012-06-08,TMIN,222
USC00084625,2005-03-28,TMAX,311
USC00085973,2012-06-08,TMAX,306
USC00085973,2009-06-29,TMIN,256
USC00084625,2006-10-28,TMIN,178
USC00085973,2009-07-02,TMAX,306
USC00085973,2008-07-31,TMAX,317
USC00083026,2006-03-19,TMAX,283
USC00084625,2006-07-27,TMIN,244
USC00089707,2006-08-22,TMIN,228
USW00012876,2009-05-04,TMAX,333
USW00012876,2006-07-11,TMIN,233
USC00089707,2006-01-12,TMIN,139
USW00012876,2010-10-14,TMAX,300
USC00084625,2011-10-27,TMIN,156
USC00084625,2014-05-28,TMIN,217
USC00084625,2013-07-03,TMAX,283
USC00084625,2015-10-14,TMIN,172
USC00084625,2013-07-03,TMIN,228
USC00084625,2007-03-20,TMAX,228
USC00084625,2015-10-14,TMAX,300
USC00085973,2009-06-29,TMAX,317
USC00084625,2005-07-08,TMIN,256
USC00085973,2008-04-29,TMAX,289
USC00085973,2008-04-29,TMIN,189
USC00085973,2007-10-15,TMIN,200
USC00084621,2015-03-30,TMAX,228
USC00084625,2007-03-20,TMIN,94
USW00012876,2015-12-26,TMIN,206
USC00084500,2012-05-12,TMAX,306
USW00012876,2006-07-11,TMAX,311
USW00012876,2014-01-23,TMIN,28
USC00084625,2015-07-04,TMAX,350
USW00012876,2006-03-12,TMIN,167
USC00084625,2012-08-05,TMIN,233
USC00085973,2014-03-26,TMIN,44
USC00084625,2012-08-05,TMAX,328
USC00085973,2014-03-26,TMAX,222
USC00084500,2012-07-10,TMIN,222
USC00084500,2012-07-10,TMAX,344
USC00084625,2011-06-04,TMAX,322
USW00012876,2006-02-23,TMAX,294
USC00083026,2006-02-22,TMIN,139
USC00084500,2013-09-19,TMIN,211
USC00084500,2013-09-19,TMAX,294
USC00083026,2006-02-22,TMAX,272
USC00083026,2008-04-03,TMAX,289
USW00012876,2006-02-23,TMIN,194
USC00084625,2009-02-13,TMIN,133
USC00084625,2015-07-04,TMIN,228
USC00084625,2013-02-19,TMAX,206
USC00084625,2005-07-08,TMAX,339
USC00084625,2013-02-19,TMIN,0
USW00012876,2006-03-12,TMAX,294
USW00012876,2013-12-02,TMAX,217
USC00085973,2008-05-26,TMAX,339
USC00085973,2011-06-20,TMAX,361
