"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"TEICBUS","199906","2909.616","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","199907","2982.952","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","199908","3061.848","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","199909","2930.067","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","199910","2944.552","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","199911","2868.974","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","199912","2939.892","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","199913","34691.62","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200001","2866.934","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200002","2774.127","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200003","2912.436","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200004","2774.283","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200005","3018.805","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200006","2936.356","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200007","2896.626","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200008","3061.234","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200009","2838.022","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200010","2882.148","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200011","2792.553","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200012","2840.686","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200013","34587.182","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200101","2784.208","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200102","2584.115","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200103","2801.469","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200104","2703.765","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200105","2771.239","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200106","2686.899","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200107","2731.448","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200108","2826.628","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200109","2620.604","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200110","2812.533","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200111","2673.709","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200112","2655.527","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200113","32652.521","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200201","2727.83","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200202","2502.409","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200203","2714.44","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200204","2687.456","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200205","2774.594","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200206","2740.326","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200207","2858.156","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200208","2826.733","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200209","2667.933","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200210","2724.899","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200211","2699.806","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200212","2666.56","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200213","32590.122","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200301","2735.035","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200302","2581.32","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200303","2673.672","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200304","2660.418","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200305","2683.793","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200306","2655.278","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200307","2787.676","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200308","2813.597","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200309","2656.705","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200310","2767.768","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200311","2687.658","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200312","2788.468","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200313","32488.614","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200401","2751.766","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200402","2674.631","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200403","2770.348","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200404","2717.612","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200405","2844.716","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200406","2775.763","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200407","2850.014","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200408","2876.819","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200409","2744.372","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200410","2816.601","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200411","2778.661","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200412","2842.641","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200413","33443.721","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200501","2777.677","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200502","2563.703","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200503","2789.822","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200504","2612.917","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200505","2768.338","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200506","2776.53","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200507","2735.092","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200508","2816.29","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200509","2551.115","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200510","2598.921","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200511","2651.246","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200512","2731.453","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200513","32374.126","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200601","2692.363","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200602","2513.58","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200603","2703.429","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200604","2573.029","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200605","2733.72","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200606","2731.531","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200607","2725.832","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200608","2830.842","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200609","2683.096","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200610","2760.301","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200611","2685.734","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200612","2682.927","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200613","32316.844","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200701","2761.268","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200702","2557.322","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200703","2680.486","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200704","2634.542","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200705","2746.88","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200706","2677.705","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200707","2712.891","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200708","2795.734","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200709","2629.961","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200710","2715.643","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200711","2656.74","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200712","2735.383","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200713","32306.284","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200801","2783.186","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200802","2587.653","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200803","2668.365","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200804","2597.297","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200805","2702.476","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200806","2639.253","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200807","2675.59","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200808","2630.487","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200809","2388.664","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200810","2658.791","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200811","2504.312","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200812","2422.866","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200813","31260.97","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200901","2452.994","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200902","2223.926","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200903","2348.23","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200904","2239.235","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200905","2306.093","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200906","2333.263","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200907","2357.452","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200908","2447.069","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200909","2363.691","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200910","2418.933","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200911","2392.212","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200912","2494.237","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","200913","28380.21","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201001","2480.634","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201002","2359.16","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201003","2565.865","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201004","2459.918","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201005","2570.333","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201006","2572.935","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201007","2591.594","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201008","2689.639","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201009","2561.364","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201010","2519.59","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201011","2532.48","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201012","2673.863","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201013","30577.916","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201101","2638.175","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201102","2369.991","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201103","2656.505","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201104","2486.105","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201105","2550.318","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201106","2555.231","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201107","2612.492","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201108","2692.116","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201109","2524.764","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201110","2602.522","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201111","2608.941","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201112","2582.777","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201113","30880.618","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201201","2636.2","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201202","2505.01","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201203","2552.104","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201204","2471.771","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201205","2616.426","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201206","2558.463","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201207","2626.647","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201208","2660.958","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201209","2483.005","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201210","2632.202","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201211","2579.879","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201212","2634.04","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201213","30960.575","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201301","2683.716","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201302","2433.858","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201303","2573.351","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201304","2498.429","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201305","2651.919","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201306","2589.55","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201307","2693.907","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201308","2672.672","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201309","2611.711","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201310","2687.67","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201311","2698.399","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201312","2729.111","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201313","31525.476","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201401","2753.616","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201402","2446.431","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201403","2592.74","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201404","2559.846","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201405","2625.737","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201406","2600.162","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201407","2710.264","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201408","2725.136","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201409","2625.719","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201410","2693.016","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201411","2660.677","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201412","2695.898","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201413","31690.882","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201501","2715.609","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201502","2500.926","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201503","2597","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201504","2534.679","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201505","2648.576","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201506","2673.905","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201507","2750.411","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201508","2722.899","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201509","2558.062","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201510","2557.389","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201511","2504.443","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201512","2596.96","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201513","31363.891","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201601","2682.162","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201602","2553.395","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201603","2602.316","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201604","2493.446","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201605","2566.553","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201606","2585.795","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201607","2664.46","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201608","2744.432","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201609","2555.042","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201610","2609.52","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201611","2567.009","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201612","2712.266","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201613","31340.801","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201701","2691.831","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201702","2407.309","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201703","2694.557","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201704","2553.816","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201705","2671.576","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201706","2659.816","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201707","2743.45","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201708","2717.791","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201709","2584.84","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201710","2675.243","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201711","2714.298","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201712","2787.458","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201713","31903.109","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201801","2807.17","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201802","2502.179","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201803","2779.218","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201804","2598.21","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201805","2766.849","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201806","2717.19","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201807","2809.31","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201808","2892.334","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201809","2684.698","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201810","2792.917","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201811","2753.427","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201812","2740.517","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201813","32844.033","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201901","2845.424","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201902","2498.428","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201903","2706.97","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201904","2590.717","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201905","2728.735","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201906","2645.174","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201907","2780.591","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201908","2793.596","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201909","2676.436","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TEICBUS","201910","2752.74","6","Total Energy Consumed by the Industrial Sector","Trillion Btu"
"TXACBUS","194913","7879.511","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195013","8383.41","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195113","8933.492","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195213","8906.901","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195313","9030.068","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195413","8822.565","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195513","9474.444","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195613","9790.341","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195713","9836.715","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195813","9952.027","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195913","10297.638","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196013","10559.621","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196113","10733.759","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196213","11184.919","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196313","11620.061","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196413","11963.275","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196513","12398.748","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196613","13067.569","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196713","13718.245","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196813","14831.282","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196913","15471.308","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197013","16061.948","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197113","16694.402","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197213","17682.204","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197301","1504.805","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197302","1438.298","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197303","1561.293","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197304","1480.403","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197305","1622.115","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197306","1541.377","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197307","1584.971","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197308","1646.908","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197309","1503.443","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197310","1577.704","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197311","1581.538","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197312","1534.434","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197313","18577.289","7","Primary Energy Consumed by the Transportation Sector","Trillion Btu"
