,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
9193,NH,1,1,11,f,0.0,54,52,1,1.0,1.0,1,1,3,3,1,1,1,660
9194,NH,1,1,11,f,0.0,54,52,1,1.0,1.0,1,0,1,1,1,2,1,640
9195,NH,1,1,11,f,0.0,54,52,1,1.0,1.0,1,0,1,1,1,2,1,649
9196,PA,2,1,7,d,0.0,62,55,1,2.0,2.0,1,0,1,2,0,1,3,650
9197,PA,2,1,7,d,0.0,62,55,1,2.0,2.0,1,0,1,2,0,1,3,652
9198,PA,2,1,7,d,0.0,62,55,1,2.0,2.0,1,0,1,2,0,1,3,656
9199,FL,1,0,2,e,2.0,25,25,0,1.0,8.0,0,0,1,2,0,0,3,625
9200,FL,1,0,2,e,2.0,25,25,0,1.0,8.0,1,0,1,2,0,2,3,661
9201,FL,1,0,2,e,2.0,25,25,0,1.0,8.0,1,0,1,2,0,2,2,717
9202,FL,1,0,2,e,2.0,25,25,0,1.0,8.0,1,0,1,2,0,2,3,661
9203,PA,1,1,1,f,0.0,61,61,0,0.0,0.0,1,0,2,1,0,2,4,634
9204,PA,1,1,1,f,0.0,61,61,0,0.0,0.0,1,0,2,1,0,2,3,629
9205,PA,1,1,1,f,0.0,61,61,0,0.0,0.0,1,0,2,1,0,2,3,629
9206,NY,2,1,7,f,2.0,46,41,1,4.0,6.0,2,0,3,3,0,0,4,662
9207,NY,2,1,7,f,2.0,46,41,1,4.0,6.0,2,0,3,3,0,0,4,662
9208,GA,2,1,1,f,3.0,64,62,1,4.0,15.0,1,1,3,3,1,1,2,599
9209,GA,2,1,1,f,3.0,64,62,1,4.0,15.0,1,1,3,3,1,1,2,599
9210,GA,2,1,1,f,3.0,64,62,1,4.0,15.0,1,1,3,3,1,1,2,599
9211,GA,2,1,1,f,3.0,64,62,1,4.0,15.0,1,1,3,3,1,1,2,599
9212,GA,2,1,1,f,3.0,64,62,1,4.0,15.0,1,1,3,3,1,1,2,599
9213,NY,2,1,1,g,2.0,37,36,1,3.0,8.0,1,1,3,3,1,0,2,686
9214,NY,2,1,1,g,2.0,37,36,1,3.0,8.0,1,1,3,3,1,0,2,686
9215,DE,1,0,19,e,4.0,26,26,0,2.0,2.0,0,0,1,1,0,0,4,643
9216,DE,1,0,19,e,4.0,26,26,0,2.0,2.0,0,1,1,1,0,2,2,661
9217,DE,1,0,19,e,4.0,26,26,0,2.0,2.0,0,1,1,1,0,2,2,659
9218,DE,1,0,19,e,4.0,26,26,0,2.0,2.0,0,1,1,1,0,2,4,669
9219,DE,1,0,19,e,4.0,26,26,0,2.0,2.0,0,1,1,1,0,2,3,663
9220,DE,1,0,19,e,4.0,26,26,0,2.0,2.0,0,1,1,1,0,2,2,659
9221,IA,1,1,3,f,0.0,24,24,0,2.0,10.0,1,0,3,3,0,2,2,594
9222,IA,1,1,3,f,0.0,24,24,0,2.0,10.0,1,0,3,3,0,2,2,594
9223,TN,2,1,2,g,0.0,33,33,1,4.0,6.0,1,1,3,3,0,2,2,623
9224,TN,2,1,2,g,0.0,33,33,1,4.0,6.0,1,1,3,3,0,2,2,623
9225,FL,1,1,4,e,2.0,31,31,0,3.0,2.0,1,1,3,3,1,2,3,740
9226,FL,1,1,4,e,2.0,31,31,0,3.0,2.0,1,1,1,3,1,2,3,703
9227,FL,1,1,4,e,2.0,31,31,0,3.0,2.0,1,1,1,3,1,2,3,689
9228,FL,1,1,4,e,2.0,31,31,0,3.0,2.0,1,1,1,3,1,2,3,689
9229,FL,1,1,4,e,2.0,31,31,0,3.0,10.0,1,1,1,3,1,2,3,647
9230,NY,1,1,6,e,3.0,57,57,1,3.0,7.0,1,0,1,2,1,0,2,714
9231,NY,1,1,6,e,3.0,57,57,1,3.0,7.0,1,0,3,2,1,0,2,738
9232,OK,2,1,6,f,4.0,72,68,1,3.0,15.0,0,0,1,1,0,0,4,516
9233,OK,2,1,6,f,4.0,72,68,1,3.0,15.0,1,0,1,1,0,2,4,568
9234,OK,2,1,6,f,4.0,72,68,1,3.0,15.0,1,0,2,2,0,2,4,580
9235,OK,2,1,6,f,4.0,72,68,1,3.0,15.0,1,0,2,2,0,2,3,567
9236,OK,2,1,6,f,4.0,72,68,1,3.0,15.0,1,0,2,2,0,2,4,576
9237,OK,2,1,6,f,4.0,72,68,1,3.0,15.0,1,0,2,2,0,2,2,562
9238,CT,1,0,15,e,0.0,37,37,0,1.0,2.0,1,0,3,3,1,0,4,714
9239,CT,1,0,15,e,0.0,37,37,0,1.0,2.0,0,0,1,3,0,0,1,611
9240,NY,1,0,11,e,4.0,19,19,0,3.0,3.0,0,0,3,3,0,0,2,703
9241,NY,1,0,11,e,4.0,19,19,0,3.0,3.0,0,0,2,3,0,0,2,686
9242,NY,1,0,11,e,4.0,19,19,0,3.0,3.0,0,0,2,3,0,0,2,682
9243,NY,1,0,11,e,4.0,19,19,0,3.0,3.0,0,0,2,3,0,0,2,690
9244,NY,1,0,11,e,4.0,19,19,0,3.0,3.0,0,0,2,3,0,0,2,690
9245,FL,1,1,1,f,3.0,24,24,0,3.0,1.0,1,0,1,2,1,2,3,679
9246,FL,1,1,1,f,3.0,24,24,0,3.0,6.0,1,0,1,2,1,2,3,653
9247,FL,1,1,1,f,3.0,24,24,0,3.0,6.0,1,1,3,3,1,2,3,648
9248,KY,1,0,1,g,0.0,28,28,0,3.0,1.0,1,1,3,3,1,1,4,602
9249,KY,1,0,1,g,3.0,28,28,0,3.0,1.0,1,1,3,3,1,1,4,606
9250,NY,1,0,4,f,3.0,24,24,0,4.0,5.0,1,0,2,3,0,0,1,658
9251,NY,1,0,4,f,3.0,24,24,0,4.0,5.0,1,0,3,3,0,0,2,666
9252,CO,1,0,4,f,0.0,27,27,0,0.0,0.0,1,0,3,3,0,2,1,564
9253,CO,1,0,4,f,0.0,28,28,0,0.0,0.0,1,0,2,2,0,2,1,551
9254,CO,1,0,4,f,3.0,28,28,0,3.0,13.0,1,0,2,2,0,2,1,566
9255,OR,1,0,3,c,4.0,60,60,0,1.0,2.0,1,1,2,2,1,1,2,598
9256,OR,1,0,3,c,4.0,60,60,0,1.0,2.0,1,1,2,2,1,1,2,598
9257,OR,1,0,3,c,4.0,60,60,0,1.0,2.0,1,1,2,2,1,1,2,599
9258,OR,1,0,3,c,4.0,60,60,0,1.0,2.0,1,1,2,2,1,1,2,607
9259,OR,1,0,3,c,4.0,60,60,0,1.0,2.0,2,1,2,2,1,1,2,599
9260,FL,1,1,13,f,1.0,75,75,0,3.0,10.0,1,1,2,3,0,1,3,586
9261,FL,1,1,13,f,1.0,75,75,0,3.0,10.0,1,1,3,3,1,1,3,601
9262,FL,2,1,17,f,1.0,65,61,1,4.0,9.0,1,0,4,3,0,1,3,601
9263,FL,2,1,17,f,1.0,65,61,1,4.0,9.0,0,0,4,3,0,1,3,595
9264,UT,2,0,2,e,0.0,27,26,1,3.0,1.0,1,1,3,3,1,2,3,650
9265,UT,2,0,2,e,0.0,27,26,1,3.0,1.0,1,1,3,3,1,2,3,650
9266,UT,2,0,2,e,0.0,27,26,1,3.0,1.0,1,1,3,3,1,2,3,650
9267,UT,2,0,2,e,0.0,27,26,1,3.0,1.0,1,1,3,3,1,2,3,650
9268,CT,1,1,10,h,0.0,36,36,0,2.0,1.0,1,0,2,2,1,2,2,708
9269,CT,1,1,10,h,0.0,36,36,0,2.0,1.0,1,1,2,3,1,0,2,712
9270,CT,1,1,10,h,0.0,36,36,0,2.0,1.0,1,1,2,3,1,0,2,702
9271,CT,1,1,2,e,0.0,51,51,0,2.0,2.0,1,1,3,3,1,0,4,679
9272,CT,1,1,2,e,0.0,51,51,0,2.0,2.0,1,1,2,3,1,0,1,651
9273,NY,1,1,9,f,1.0,60,60,0,3.0,7.0,2,1,3,2,1,0,2,630
9274,NY,1,1,9,f,1.0,60,60,0,3.0,7.0,2,1,3,2,1,0,3,643
9275,NY,1,1,9,f,1.0,60,60,0,3.0,7.0,2,1,3,2,1,0,4,655
9276,NY,1,1,9,f,1.0,60,60,0,3.0,7.0,2,1,3,2,1,0,4,655
9277,NY,1,1,9,f,1.0,60,60,0,3.0,7.0,1,1,3,2,1,0,4,661
9278,WA,2,0,3,f,0.0,36,35,1,2.0,5.0,1,1,2,2,0,2,2,619
9279,WA,2,0,3,f,0.0,36,35,1,2.0,5.0,1,1,2,2,0,2,3,624
9280,WA,2,0,3,f,0.0,36,35,1,2.0,5.0,1,1,2,2,0,2,3,624
9281,WA,2,0,3,f,0.0,36,35,1,2.0,5.0,1,1,2,2,0,2,3,624
9282,FL,1,1,14,d,2.0,53,53,0,1.0,4.0,1,0,3,3,0,2,3,624
9283,FL,1,1,14,d,2.0,53,53,0,1.0,4.0,1,0,3,3,0,2,3,624
9284,NY,2,1,13,e,1.0,57,56,1,1.0,13.0,0,0,1,1,0,0,2,646
9285,NY,2,1,13,e,1.0,57,56,1,1.0,13.0,0,0,1,1,0,0,2,647
9286,NY,2,1,13,e,1.0,57,56,1,1.0,13.0,0,0,1,1,0,0,2,643
9287,NY,2,1,13,e,1.0,57,56,1,1.0,13.0,0,0,1,1,0,0,2,643
9288,AR,1,0,12,e,0.0,47,47,0,1.0,4.0,0,0,1,1,0,0,4,574
9289,AR,1,0,12,e,0.0,47,47,0,1.0,4.0,0,0,1,1,0,0,2,566
9290,TN,2,0,2,f,0.0,51,23,0,2.0,2.0,1,1,3,3,1,2,2,705
9291,TN,2,0,2,f,0.0,51,23,0,2.0,2.0,2,1,2,2,1,2,2,691
9292,TN,1,0,1,d,0.0,75,75,0,3.0,9.0,1,1,3,3,1,2,3,712
9293,TN,1,0,1,d,0.0,75,75,0,3.0,9.0,1,1,3,3,1,2,1,695
9294,TN,1,0,1,d,0.0,75,75,0,3.0,9.0,1,1,3,3,1,2,1,703
9295,TN,1,0,1,d,0.0,75,75,0,3.0,9.0,1,1,3,3,1,2,1,703
9296,TN,1,0,1,d,0.0,75,75,0,3.0,9.0,2,1,2,2,1,3,1,682
9297,TN,1,0,1,d,0.0,75,75,0,3.0,9.0,2,1,2,2,1,3,1,682
9298,AL,1,1,10,e,3.0,75,75,0,2.0,15.0,0,0,2,2,0,0,4,591
9299,AL,1,1,10,e,3.0,75,75,0,2.0,15.0,1,0,2,2,0,2,1,622
9300,AL,1,1,10,e,3.0,75,75,0,2.0,15.0,1,0,2,2,0,2,1,629
9301,AL,1,1,10,e,3.0,75,75,0,2.0,15.0,1,0,2,2,0,2,1,633
9302,AL,1,1,10,e,3.0,75,75,0,2.0,15.0,1,0,2,2,0,2,1,620
9303,PA,1,1,11,d,4.0,66,66,0,2.0,11.0,1,1,1,1,1,2,1,649
9304,PA,1,1,11,d,4.0,66,66,0,2.0,11.0,1,1,2,3,1,2,4,679
9305,AR,1,0,10,d,0.0,51,51,0,1.0,0.0,0,0,1,1,0,0,2,633
9306,AR,1,0,10,d,0.0,51,51,0,1.0,0.0,2,1,1,1,1,3,2,730
9307,AR,1,0,10,d,0.0,51,51,0,1.0,0.0,2,0,1,1,0,3,2,727
9308,OK,2,1,22,c,0.0,38,19,0,1.0,3.0,0,0,1,1,0,0,4,665
9309,OK,2,1,22,c,0.0,38,19,0,1.0,3.0,0,1,1,1,0,0,2,659
9310,OK,2,1,22,c,0.0,38,19,0,1.0,3.0,0,1,1,1,0,0,2,655
9311,OK,2,1,22,c,0.0,38,19,0,1.0,3.0,0,1,1,1,0,0,2,655
9312,OK,2,1,22,c,0.0,38,19,0,1.0,3.0,0,1,1,1,0,0,2,659
9313,OK,2,1,22,c,0.0,38,19,0,1.0,3.0,0,1,1,1,0,0,2,659
9314,OK,2,1,22,c,0.0,38,19,0,1.0,3.0,0,1,1,1,0,0,2,659
9315,OK,2,1,22,c,0.0,38,19,0,1.0,3.0,0,1,1,1,0,0,1,654
9316,RI,1,0,1,d,3.0,69,69,0,1.0,13.0,1,1,3,3,1,2,2,637
9317,RI,1,0,1,d,3.0,69,69,0,1.0,13.0,1,0,1,3,1,2,2,622
9318,TN,1,1,6,f,1.0,65,65,0,4.0,1.0,1,1,1,1,1,1,2,558
9319,TN,1,1,6,f,1.0,65,65,0,4.0,1.0,1,1,1,1,1,1,2,558
9320,TN,1,1,6,f,1.0,65,65,0,4.0,1.0,1,1,4,3,1,1,2,574
9321,OH,2,1,6,f,3.0,75,54,0,3.0,9.0,1,0,3,3,0,2,4,611
9322,OH,2,1,6,f,3.0,75,54,0,3.0,9.0,1,0,3,3,0,2,4,623
9323,OH,2,1,6,f,3.0,75,54,0,3.0,9.0,1,0,3,3,0,2,4,623
9324,OH,2,1,6,f,3.0,75,54,0,3.0,9.0,1,0,3,3,0,2,4,623
9325,OH,2,1,6,f,3.0,75,54,0,3.0,9.0,1,0,3,3,0,2,4,623
9326,NY,1,1,8,g,2.0,37,37,0,1.0,9.0,1,0,3,3,0,0,1,632
9327,NY,1,1,8,g,2.0,37,37,0,1.0,9.0,1,1,3,3,1,0,3,648
9328,NY,1,1,8,g,2.0,37,37,0,1.0,9.0,1,1,3,3,1,0,2,648
9329,NY,1,1,8,g,2.0,37,37,0,1.0,9.0,1,1,3,3,1,0,2,644
9330,NY,1,1,8,g,2.0,37,37,0,1.0,9.0,1,0,3,3,1,0,2,743
9331,NY,1,1,8,g,2.0,37,37,0,1.0,9.0,1,0,3,3,1,0,2,743
9332,NY,1,1,8,g,2.0,37,37,0,1.0,9.0,1,0,3,3,1,0,2,743
9333,AL,1,1,7,g,2.0,41,40,0,4.0,9.0,1,1,4,3,0,2,2,578
9334,AL,1,1,7,g,2.0,41,40,0,4.0,9.0,1,1,4,3,0,2,3,614
9335,MD,1,0,12,e,2.0,28,28,0,1.0,3.0,1,1,3,3,1,2,3,636
9336,MD,1,0,12,e,2.0,28,28,0,1.0,3.0,1,1,3,3,1,2,3,636
9337,MD,1,0,12,e,2.0,28,28,0,1.0,3.0,1,1,3,3,1,2,3,636
9338,PA,1,1,5,e,0.0,32,32,0,1.0,3.0,1,1,1,3,0,1,2,668
9339,PA,1,1,5,e,0.0,32,32,0,1.0,3.0,1,1,1,3,0,1,2,668
9340,PA,1,1,5,e,0.0,32,32,0,1.0,3.0,1,1,1,3,0,1,2,668
9341,PA,1,1,5,e,0.0,32,32,0,1.0,3.0,1,1,1,3,0,1,2,659
9342,PA,1,1,5,e,0.0,32,32,0,1.0,3.0,1,1,1,3,0,1,3,671
9343,TN,1,1,6,f,0.0,32,32,0,3.0,2.0,1,1,2,2,1,2,2,612
9344,TN,1,1,6,f,0.0,32,32,0,3.0,2.0,1,1,2,2,1,2,1,608
9345,AL,1,1,10,f,0.0,30,30,0,2.0,1.0,2,1,1,3,1,3,2,665
9346,AL,1,1,10,f,0.0,30,30,0,2.0,1.0,1,1,1,3,1,2,2,679
9347,AL,1,1,10,f,0.0,30,30,0,2.0,1.0,1,1,1,3,1,2,2,679
9348,TN,1,0,9,f,0.0,33,33,0,3.0,1.0,2,1,1,1,0,1,2,675
9349,TN,1,0,9,f,0.0,33,33,0,3.0,1.0,2,1,1,1,0,1,2,675
9350,TN,1,0,9,f,0.0,33,33,0,3.0,1.0,2,1,1,1,1,1,2,676
9351,TN,1,0,9,f,0.0,33,33,0,3.0,1.0,2,1,1,1,1,1,2,676
9352,TN,1,0,9,f,0.0,33,33,0,3.0,1.0,2,1,1,1,1,1,2,676
9353,MD,1,0,9,e,4.0,31,31,0,2.0,8.0,1,1,2,3,1,2,4,683
9354,MD,1,0,9,e,4.0,31,31,0,2.0,8.0,1,1,2,3,1,2,4,683
9355,NV,1,0,9,e,0.0,51,51,0,1.0,1.0,1,0,2,1,0,2,1,679
9356,NV,1,0,9,e,0.0,51,51,0,1.0,1.0,1,1,1,1,1,2,3,657
9357,NV,1,0,9,e,0.0,51,51,0,1.0,1.0,2,1,1,1,1,2,3,655
9358,NV,1,0,9,e,0.0,51,51,0,1.0,1.0,2,1,1,1,1,2,3,651
9359,NV,1,0,9,e,0.0,51,51,0,1.0,1.0,2,1,1,1,1,2,3,651
9360,OK,1,0,14,e,0.0,41,40,1,1.0,4.0,0,0,1,1,0,0,4,572
9361,OK,1,0,14,e,0.0,41,40,1,1.0,4.0,0,0,1,2,0,0,2,576
9362,OK,1,0,14,e,0.0,41,40,1,1.0,4.0,0,0,1,3,0,0,2,583
9363,OK,1,0,14,e,0.0,41,40,1,1.0,4.0,0,0,1,3,0,0,2,583
9364,GA,1,1,5,g,4.0,23,23,0,2.0,4.0,1,0,2,2,1,2,2,663
9365,GA,1,1,5,g,4.0,23,23,0,2.0,4.0,1,0,2,2,1,2,2,667
9366,GA,1,1,5,g,4.0,23,23,0,2.0,4.0,1,0,2,2,1,2,2,667
9367,GA,1,1,5,g,4.0,23,23,0,2.0,4.0,1,0,2,2,1,2,2,667
9368,GA,1,1,5,g,4.0,23,23,0,2.0,4.0,1,0,2,2,1,2,2,667
9369,GA,1,1,5,g,4.0,23,23,0,2.0,4.0,1,0,2,2,1,2,2,668
9370,GA,1,1,5,g,4.0,23,23,0,2.0,4.0,1,0,2,2,1,2,2,668
9371,UT,1,1,15,e,0.0,37,37,0,3.0,8.0,0,0,1,2,0,0,2,564
9372,UT,1,1,15,e,0.0,37,37,0,3.0,8.0,0,0,3,2,0,0,2,582
9373,NY,1,1,1,f,3.0,46,46,0,3.0,6.0,1,0,1,1,0,0,2,657
9374,NY,1,1,1,f,3.0,46,46,0,3.0,6.0,2,0,4,3,1,0,2,676
9375,PA,1,0,1,c,0.0,46,46,0,1.0,15.0,2,0,3,3,0,1,4,658
9376,PA,1,0,1,c,0.0,46,46,0,1.0,15.0,2,0,3,3,0,1,4,650
9377,PA,1,0,1,c,0.0,46,46,0,1.0,15.0,2,0,3,3,0,1,4,658
9378,PA,1,0,1,c,0.0,46,46,0,1.0,15.0,2,0,3,3,0,1,4,658
9379,PA,1,0,1,c,0.0,46,46,0,1.0,15.0,2,0,2,3,0,1,4,653
9380,NH,1,0,8,e,2.0,41,41,0,3.0,15.0,0,0,1,1,0,0,4,538
9381,NH,1,0,8,e,2.0,41,41,0,3.0,15.0,0,0,3,3,0,1,4,553
9382,NH,1,0,8,e,2.0,41,41,0,3.0,15.0,0,0,3,3,0,0,4,539
9383,KS,1,0,12,g,0.0,28,28,0,2.0,0.0,1,0,2,2,0,2,2,698
9384,KS,1,0,12,g,0.0,28,28,0,2.0,0.0,1,1,2,3,1,2,2,707
9385,KS,1,0,12,g,0.0,28,28,0,2.0,0.0,1,1,2,3,1,2,2,707
9386,OR,1,1,2,g,4.0,68,68,0,4.0,15.0,1,0,4,3,1,1,3,595
9387,OR,1,1,2,g,4.0,68,68,0,4.0,15.0,1,0,4,3,1,1,1,583
9388,OR,1,1,2,g,4.0,68,68,0,4.0,15.0,1,0,4,3,1,1,1,583
9389,OR,1,1,2,g,4.0,68,68,0,4.0,15.0,1,0,4,3,1,1,1,583
9390,ME,1,1,5,h,2.0,75,75,1,3.0,1.0,1,1,3,3,0,1,2,633
9391,ME,1,1,5,h,2.0,75,75,1,3.0,1.0,1,1,3,3,0,1,2,626
9392,ME,1,1,5,h,2.0,75,75,1,3.0,1.0,1,1,3,3,0,1,2,626
9393,FL,3,1,10,e,3.0,57,30,1,3.0,13.0,2,0,3,2,0,3,4,676
9394,FL,3,1,10,e,3.0,57,30,1,3.0,13.0,2,0,3,2,0,3,4,676
9395,FL,3,1,10,e,3.0,57,30,1,3.0,13.0,2,0,3,2,0,3,4,676
9396,FL,3,1,10,e,3.0,57,30,1,3.0,13.0,0,0,1,1,0,0,3,628
9397,FL,3,1,10,e,3.0,57,30,1,3.0,13.0,0,0,1,1,0,0,3,620
9398,FL,2,0,8,g,4.0,52,44,1,1.0,2.0,1,0,1,1,0,2,4,719
9399,FL,2,0,8,g,4.0,52,44,1,1.0,2.0,1,0,1,1,0,2,4,826
9400,FL,2,0,8,g,4.0,52,44,1,1.0,2.0,2,0,1,1,0,3,3,805
9401,MS,1,0,6,g,3.0,20,20,0,1.0,2.0,0,0,1,2,0,0,2,642
9402,MS,1,0,6,g,3.0,20,20,0,1.0,2.0,1,1,1,2,0,2,2,743
9403,MS,1,0,6,g,3.0,20,20,0,1.0,2.0,1,0,1,2,0,2,2,742
9404,UT,2,1,8,h,3.0,67,66,1,3.0,1.0,1,1,1,1,1,2,2,640
9405,UT,2,1,8,h,3.0,67,66,1,3.0,1.0,1,1,1,1,1,2,2,640
9406,UT,2,1,8,h,3.0,67,66,1,3.0,1.0,1,1,1,1,1,2,2,650
9407,UT,2,1,8,h,3.0,67,67,1,0.0,0.0,1,1,1,1,1,2,2,672
9408,UT,2,1,8,h,3.0,67,67,1,3.0,2.0,1,0,3,3,0,2,2,604
9409,UT,2,1,8,h,3.0,67,67,1,3.0,2.0,1,0,3,3,0,2,3,610
9410,UT,2,1,8,h,3.0,67,67,1,3.0,2.0,1,0,3,3,0,2,3,603
9411,UT,2,1,8,h,3.0,67,67,1,3.0,2.0,1,0,3,3,0,2,3,603
9412,AL,3,1,1,e,0.0,65,16,0,1.0,10.0,1,1,1,1,1,1,3,687
9413,AL,3,1,1,e,0.0,65,16,0,1.0,10.0,1,1,2,2,0,1,2,681
9414,AL,3,1,1,e,0.0,65,16,0,1.0,10.0,1,0,2,2,0,2,2,719
9415,TN,1,1,7,g,4.0,26,26,0,3.0,5.0,1,0,1,1,1,2,1,619
9416,TN,1,1,7,g,4.0,26,26,0,3.0,5.0,1,0,1,1,1,2,2,623
9417,TN,1,1,7,g,4.0,26,26,0,3.0,5.0,1,1,3,3,1,2,2,646
9418,TN,1,1,7,g,4.0,26,26,0,3.0,5.0,1,1,3,3,1,2,2,650
9419,PA,2,1,8,g,3.0,58,52,1,2.0,15.0,2,1,2,2,1,2,2,558
9420,PA,2,1,8,g,3.0,58,52,1,2.0,15.0,2,1,2,2,1,2,2,558
9421,PA,2,1,8,g,3.0,58,52,1,2.0,15.0,2,0,2,2,1,2,2,555
9422,GA,1,1,1,g,0.0,24,24,0,3.0,0.0,0,0,3,2,0,0,4,582
9423,GA,1,1,1,g,0.0,24,24,0,3.0,0.0,1,1,3,3,1,2,2,678
9424,GA,1,1,1,g,0.0,24,24,0,3.0,0.0,1,1,3,3,1,2,2,698
9425,FL,1,1,1,d,2.0,75,75,1,3.0,4.0,1,1,2,3,1,2,3,641
9426,FL,1,1,1,d,2.0,75,75,1,3.0,15.0,1,1,2,3,1,2,3,624
9427,FL,1,1,1,d,2.0,75,75,1,3.0,15.0,1,0,2,3,1,2,3,599
9428,NV,1,0,7,f,0.0,26,26,0,2.0,2.0,1,1,2,2,1,2,1,684
9429,NV,1,0,7,f,0.0,26,26,0,2.0,2.0,1,1,2,2,1,2,1,721
9430,NV,1,0,7,f,0.0,26,26,0,2.0,2.0,1,1,2,2,1,2,1,721
9431,NV,1,0,7,f,0.0,26,26,0,2.0,2.0,1,1,1,2,1,2,1,710
9432,MO,2,1,8,e,0.0,30,28,1,3.0,13.0,1,1,3,3,0,2,2,601
9433,MO,2,1,8,e,0.0,30,29,1,3.0,13.0,1,0,3,3,1,2,2,598
9434,UT,1,0,15,,0.0,21,21,0,0.0,0.0,1,0,2,2,0,2,2,714
9435,UT,1,0,15,d,0.0,21,21,0,0.0,0.0,1,0,1,2,0,2,1,659
9436,UT,1,0,15,d,0.0,21,21,0,0.0,0.0,1,0,1,2,0,2,1,659
9437,UT,1,0,15,d,0.0,21,21,0,0.0,0.0,1,0,1,2,0,2,1,646
9438,MD,2,1,3,f,2.0,53,21,0,4.0,3.0,2,0,4,3,1,1,2,708
9439,MD,2,1,3,f,2.0,53,21,0,4.0,3.0,2,0,4,3,1,1,2,691
9440,UT,1,0,9,g,0.0,24,24,0,4.0,8.0,1,1,4,3,0,1,1,600
9441,UT,1,0,9,g,0.0,24,24,0,4.0,8.0,1,1,1,3,0,1,1,593
9442,KY,1,1,6,e,0.0,61,61,0,4.0,15.0,1,1,4,3,1,0,2,650
9443,KY,1,1,6,e,0.0,61,61,0,4.0,15.0,1,1,4,3,1,1,2,679
9444,KY,1,1,6,e,0.0,61,61,0,4.0,15.0,1,1,4,3,1,1,2,683
9445,KY,1,1,6,e,0.0,61,61,0,4.0,15.0,1,1,4,3,1,1,2,683
9446,MS,1,1,2,d,3.0,24,24,0,2.0,2.0,0,0,1,1,0,0,4,587
9447,MS,1,1,2,d,3.0,24,24,0,2.0,2.0,2,1,1,2,1,3,1,636
9448,MS,1,1,2,d,3.0,24,24,0,2.0,2.0,2,1,1,2,1,3,1,636
9449,MS,1,1,2,d,3.0,24,24,0,2.0,2.0,2,1,1,2,1,3,1,636
9450,MS,1,1,2,d,3.0,24,24,0,2.0,2.0,2,1,1,2,1,3,1,603
9451,OK,1,1,11,e,2.0,75,75,0,1.0,15.0,0,0,1,2,0,0,2,584
9452,OK,1,1,11,e,2.0,75,75,0,1.0,15.0,0,0,1,2,0,0,2,617
9453,OK,1,1,11,e,2.0,75,75,0,1.0,15.0,0,0,1,2,0,0,2,623
9454,OK,1,1,11,e,2.0,75,75,0,1.0,15.0,0,0,1,2,0,0,2,608
9455,OK,1,1,11,e,2.0,75,75,0,1.0,15.0,0,0,1,2,0,0,2,608
9456,WV,1,0,6,d,0.0,20,20,0,3.0,2.0,1,1,3,2,1,2,3,703
9457,WV,1,0,6,d,0.0,20,20,0,3.0,2.0,1,1,1,1,0,2,1,672
9458,WV,1,0,6,d,0.0,20,20,0,3.0,2.0,1,1,1,1,1,2,1,685
9459,FL,2,1,16,h,3.0,61,60,1,4.0,15.0,1,1,3,3,1,2,4,643
9460,FL,2,1,16,h,3.0,61,60,1,4.0,15.0,1,1,3,3,1,2,4,652
9461,FL,2,1,16,h,3.0,61,60,1,4.0,15.0,1,1,1,2,1,1,4,631
9462,OH,1,0,15,d,3.0,19,19,0,3.0,2.0,0,0,3,3,0,0,2,664
9463,OH,1,0,15,d,3.0,19,19,0,3.0,2.0,0,0,3,3,0,0,2,668
9464,MS,2,1,8,d,4.0,35,31,1,1.0,5.0,1,1,1,2,1,2,1,597
9465,MS,2,1,8,d,4.0,35,31,1,1.0,5.0,1,1,1,2,1,2,1,604
9466,MS,2,1,8,d,4.0,35,31,1,1.0,5.0,1,1,1,2,1,2,1,604
9467,MS,2,1,8,d,4.0,35,31,1,1.0,5.0,1,1,1,2,1,2,1,597
9468,FL,2,1,1,e,1.0,55,55,1,1.0,4.0,1,0,3,3,1,2,3,613
9469,FL,2,1,1,e,1.0,55,55,1,1.0,4.0,1,0,4,3,1,2,3,620
9470,FL,2,1,1,e,1.0,55,55,1,1.0,4.0,1,0,4,3,1,2,3,620
9471,CT,1,0,13,d,0.0,23,23,0,1.0,4.0,1,0,3,3,0,0,2,700
9472,CT,1,0,13,d,0.0,23,23,0,1.0,4.0,0,0,1,2,0,0,1,634
9473,CT,1,0,13,d,0.0,23,23,0,1.0,4.0,0,0,1,2,0,0,1,634
9474,CT,1,0,13,d,0.0,23,23,0,1.0,4.0,0,0,1,2,0,0,1,634
9475,CT,1,0,13,d,0.0,23,23,0,1.0,4.0,0,0,1,2,0,0,1,634
9476,FL,1,1,8,f,4.0,51,51,0,2.0,7.0,2,1,2,2,1,1,4,638
9477,FL,1,1,8,f,4.0,51,51,0,2.0,7.0,2,1,2,3,1,1,4,674
9478,FL,1,1,8,f,4.0,51,51,0,2.0,7.0,2,1,2,3,1,1,4,674
9479,MO,1,0,18,f,0.0,21,21,0,3.0,0.0,1,1,2,3,1,2,4,633
9480,MO,1,0,18,f,0.0,21,21,0,3.0,0.0,1,0,1,2,0,2,1,604
9481,FL,1,1,11,e,1.0,75,75,0,2.0,15.0,1,0,1,2,0,2,3,593
9482,FL,1,1,11,e,1.0,75,75,0,2.0,15.0,1,1,2,2,1,2,3,627
